id,pointer,path,line,byte_column,status,disposition,symbol_or_contract,replacement_or_reason,evidence,source
3ec98285e814,Assets/Resources/Data/Canonical/concept-icons.json:310:4,Assets/Resources/Data/Canonical/concept-icons.json,310,4,UNREVIEWED,,,,,"  ""food"": {"
6b0943ff172b,Assets/Resources/Data/Canonical/concept-icons.json:312:22,Assets/Resources/Data/Canonical/concept-icons.json,312,22,UNREVIEWED,,,,,"   ""name"": ""currency_food"""
df1931e25f0f,Assets/Resources/Data/Canonical/concept-icons.json:342:4,Assets/Resources/Data/Canonical/concept-icons.json,342,4,UNREVIEWED,,,,,"  ""foods"": {"
1103afbb460e,Assets/Resources/Data/Canonical/concept-icons.json:344:22,Assets/Resources/Data/Canonical/concept-icons.json,344,22,UNREVIEWED,,,,,"   ""name"": ""currency_food"""
e8fa97a6cd1e,Assets/Resources/Data/Canonical/consumables.json:4:30,Assets/Resources/Data/Canonical/consumables.json,4,30,UNREVIEWED,,,,,"    ""kind"": ""potion | tent | food. Drives where it can be used and its UI bucket."","
c9f6d0128045,Assets/Resources/Data/Canonical/consumables.json:7:46,Assets/Resources/Data/Canonical/consumables.json,7,46,UNREVIEWED,,,,,"    ""duration"": ""seconds for timed buffs/HoT/food (deferred); 0 = instant."","
c0c08da254af,Assets/Resources/Data/Canonical/consumables.json:8:38,Assets/Resources/Data/Canonical/consumables.json,8,38,UNREVIEWED,,,,,"    ""usableInFight"": ""true = potions/food usable mid-fight; false = rest-only (tent kits)."","
f2baf7406b7e,Assets/Resources/Data/Canonical/consumables.json:55:16,Assets/Resources/Data/Canonical/consumables.json,55,16,UNREVIEWED,,,,,"      ""kind"": ""food"","
76fd815ce6ae,Assets/Resources/Data/Canonical/consumables.json:184:16,Assets/Resources/Data/Canonical/consumables.json,184,16,UNREVIEWED,,,,,"      ""kind"": ""food"","
e62a8f77cb56,Assets/Resources/Data/Canonical/daily-quests.json:14:14,Assets/Resources/Data/Canonical/daily-quests.json,14,14,UNREVIEWED,,,,,"      ""rewardFood"": 0,"
8d6ade9b15f5,Assets/Resources/Data/Canonical/daily-quests.json:21:14,Assets/Resources/Data/Canonical/daily-quests.json,21,14,UNREVIEWED,,,,,"      ""rewardFood"": 20,"
78e887f4a7c0,Assets/Resources/Data/Canonical/daily-quests.json:28:14,Assets/Resources/Data/Canonical/daily-quests.json,28,14,UNREVIEWED,,,,,"      ""rewardFood"": 0,"
17322fa6f31a,Assets/Resources/Data/Canonical/dialogue/dialogues.json:485:935,Assets/Resources/Data/Canonical/dialogue/dialogues.json,485,935,UNREVIEWED,,,,,"      ""_note"": ""WO-854 Phase 3 (2026-08-04, owner ruling 'retarget onto what ships'). Node 'charge' fired StartQuest/SetQuestFlag/CompleteQuest all naming quest id 'companion.sylas', which is not in quests.json - a silent no-op dressed as progress. RESOLUTION = REMOVE, not repoint. This beat is still REACHABLE (CompanionMeetingTrigger does not check ff.singlehero, so it hosts on the 'Play Intro' non-fast-path route), but read the prose: 'charge' is the FTUE orientation brief about the Heart and holding the line, not a recruitment contract - the quest verbs are leftovers of the retired companion framing. Repointing them at the shipped onboarding quest elarion.welcome would be strictly WORSE than the bug: the node fires Start and Complete together, and CompleteQuest jumps a quest straight to Completed without paying any stage reward or granting the keystone, so it would burn 'A New Defender' (both stages, 150 crystals, 20 food, the keystone) before the player ever met the Elder or survived a wave. The RecruitCompanion verb is left alone - it is not a quest verb and it is the ff.singlehero-OFF restore path."","
8cbac133d340,Assets/Resources/Data/Canonical/echoes-balance.json:3:2871,Assets/Resources/Data/Canonical/echoes-balance.json,3,2871,UNREVIEWED,,,,,"  ""_authoringNotes"": ""WORK_ORDER_738 + WORK_ORDER_830 -- Echo specialization + affinity/synergy balance. Tunable knobs the owner re-tunes in playtest with NO recompile [WO-1331 CORRECTION, 2026-09-02 -- READ THIS BEFORE TRUSTING THE PHRASE ABOVE: 'no recompile' has NEVER meant 'no rebuild'. Assets/Resources IS COMPILED INTO THE PLAYER and LocalJsonCatalogSource resolves Resources FIRST on every platform, so editing this file still costs a full Unity player build (~10 min APK / ~30 min WebGL) before it reaches a device -- and editing the StreamingAssets twin alone changes nothing at all. That is the axis the owner actually cares about, and it is why every past 'move the numbers into JSON' fix did not solve what she was asking for. WO-1331 landed the remote catalog seam (CanonicalJson.Source / RemoteCatalogOverrides) that finally makes a rebuild-free retune possible; it ships FLAG-GATED AND OFF (ff.catalogremote). THIS FILE IS ON THE WO-1331 REMOTE ALLOWLIST, so once the seam is armed and a row exists it can be retuned without any build. See docs/reference/TUNABLE_LEVER_INVENTORY.md section 2.] (loaded via CanonicalJson; the Resources copy wins, StreamingAssets is the desktop source -- keep the two byte-identical). Identity (name/element/affinity) stays in the EchoRosterCatalog CODE table; ONLY the numbers live here. OWNER RULING 2026-08-02 (F8 on the Echo card, 'should be +5% not 55%'): the per-echo readout showed +55% because the card prints base+match (0.15 + 0.40). Rescaled so a MATCHED echo at Lv 1 reads +5% (base 0.02 + match 0.03) and an UNMATCHED one reads +2% -- matching still pays 2.5x, so the affinity choice still means something. perLevelBonus dropped 0.05 -> 0.01 in the same breath: at the old value one level-up would have outweighed the entire matched bonus, which would have made the affinity pick cosmetic. Lv 8 matched now reads +12%. NOTE FOR THE OWNER: the synergy/set knobs below were NOT rescaled -- crossBonuses 0.10 each, hiddenTriSynergyBonus 0.25 and sixSetBonusGlobalHarvest 0.20 are now LARGE relative to a 0.05 per-echo contribution, so team composition now dominates individual assignment. That may be exactly what you want (it rewards collecting the set); say the word if they should scale down too. WO-830 history: preferredLaneMatchBonus was lowered 0.75 -> 0.40 for the all-matched reality (all 6 Echoes now prefer Harvest and the player picks each resource); crossBonuses are the 3 DISCLOSED pair synergies (both members owned + both harvesting their own affinity resource); hiddenTriSynergyBonus is the UNDISCLOSED bonus when all 3 pairs run at once -- applied to income only, NEVER shown in any readout. perEchoBaseRate doubles as the DumpSilos split weight per assigned resource: Bran+Maren (0.45 each) are the two Crystals harvesters and their COMBINED 0.90 stays below every other single affinity rate (food/gold 1.0, wood 1.1, iron 1.15) so crystals remain the slowest faucet (monetization guard, WO-830 Sec.3b). WO-1108 (2026-08-16, D3): repairFractionPerHour moved OUT of code (it was a hidden default of 2.0 in EchoBalanceCatalog.cs, never authored here) and re-tuned to 0.35, because WO-1108 made repair PASSIVE -- EchoBonusCalculator.RepairFractionsPerSecond dropped its lane filter and now sums EVERY OWNED Echo instead of only the ones assigned to a repair task. ARITHMETIC: old felt rate = ONE repair-assigned Lv1 Echo = 2.0 x (1 + baseContributionPerEcho 0.02) = 2.04 structure-fractions/hour. Leaving the knob at 2.0 would give a full 6-Echo roster 6 x 2.04 = 12.24/h, a silent 6x buff. Anchoring the FULL roster at parity gives 2.04 / 6 = 0.34; rounded to 0.35 the 6-Echo aggregate is 6 x 0.35 x 1.02 = 2.14/h (+5% vs the old felt rate). Early game is intentionally slower per-Echo (1 Echo = 0.357/h) because passive repair is now FREE -- it no longer costs the Echo its harvest assignment, so the per-Echo rate had to come down. OWNER: this is the tuning dial -- raise it if mending feels too slow to notice; each +0.1 adds ~0.61/h at a full roster. Repair still SPENDS materials (F8-42 canon), so the knob only sets pace, never cost. Keep EchoBalanceData.RepairFractionPerHour's code default in step with this value. WO-1474 (2026-09-06): harvestRatePerHour was ADDED -- the three workforce rates (common 3600 / gold 900 / crystals 4) were private consts in EchoBonusCalculator.cs and therefore out of reach of the WO-1331 remote seam; they are authored here at the SAME values, so the move alone changes no number. In the same pass perEchoBaseRate finally became LIVE: HarvestTargetWeights now multiplies each Echo's per-hour rate by BaseRateFor(id) -- it resolved the roster entry and then discarded it before today -- so the sentence above about perEchoBaseRate doubling as the DumpSilos split weight is now TRUE rather than aspirational. EFFECT ON THE LIVE SPLIT at an all-matched roster: Wood x1.1 (echo-verdant-stag), Iron x1.15 (echo-stonewarden-bear), Crystals x0.45 (echo-ember-phoenix); Food and both Gold Echoes are authored at 1.0 and do not move. STALE ABOVE: the 'Bran+Maren (0.45 each) are the two Crystals harvesters' sentence does not match the authored rows -- only echo-ember-phoenix is 0.45, and echo-stormcoil-serpent is a GOLD Echo at 1.0."","
2f65ec846fc6,Assets/Resources/Data/Canonical/echoes-balance.json:3:4979,Assets/Resources/Data/Canonical/echoes-balance.json,3,4979,UNREVIEWED,,,,,"  ""_authoringNotes"": ""WORK_ORDER_738 + WORK_ORDER_830 -- Echo specialization + affinity/synergy balance. Tunable knobs the owner re-tunes in playtest with NO recompile [WO-1331 CORRECTION, 2026-09-02 -- READ THIS BEFORE TRUSTING THE PHRASE ABOVE: 'no recompile' has NEVER meant 'no rebuild'. Assets/Resources IS COMPILED INTO THE PLAYER and LocalJsonCatalogSource resolves Resources FIRST on every platform, so editing this file still costs a full Unity player build (~10 min APK / ~30 min WebGL) before it reaches a device -- and editing the StreamingAssets twin alone changes nothing at all. That is the axis the owner actually cares about, and it is why every past 'move the numbers into JSON' fix did not solve what she was asking for. WO-1331 landed the remote catalog seam (CanonicalJson.Source / RemoteCatalogOverrides) that finally makes a rebuild-free retune possible; it ships FLAG-GATED AND OFF (ff.catalogremote). THIS FILE IS ON THE WO-1331 REMOTE ALLOWLIST, so once the seam is armed and a row exists it can be retuned without any build. See docs/reference/TUNABLE_LEVER_INVENTORY.md section 2.] (loaded via CanonicalJson; the Resources copy wins, StreamingAssets is the desktop source -- keep the two byte-identical). Identity (name/element/affinity) stays in the EchoRosterCatalog CODE table; ONLY the numbers live here. OWNER RULING 2026-08-02 (F8 on the Echo card, 'should be +5% not 55%'): the per-echo readout showed +55% because the card prints base+match (0.15 + 0.40). Rescaled so a MATCHED echo at Lv 1 reads +5% (base 0.02 + match 0.03) and an UNMATCHED one reads +2% -- matching still pays 2.5x, so the affinity choice still means something. perLevelBonus dropped 0.05 -> 0.01 in the same breath: at the old value one level-up would have outweighed the entire matched bonus, which would have made the affinity pick cosmetic. Lv 8 matched now reads +12%. NOTE FOR THE OWNER: the synergy/set knobs below were NOT rescaled -- crossBonuses 0.10 each, hiddenTriSynergyBonus 0.25 and sixSetBonusGlobalHarvest 0.20 are now LARGE relative to a 0.05 per-echo contribution, so team composition now dominates individual assignment. That may be exactly what you want (it rewards collecting the set); say the word if they should scale down too. WO-830 history: preferredLaneMatchBonus was lowered 0.75 -> 0.40 for the all-matched reality (all 6 Echoes now prefer Harvest and the player picks each resource); crossBonuses are the 3 DISCLOSED pair synergies (both members owned + both harvesting their own affinity resource); hiddenTriSynergyBonus is the UNDISCLOSED bonus when all 3 pairs run at once -- applied to income only, NEVER shown in any readout. perEchoBaseRate doubles as the DumpSilos split weight per assigned resource: Bran+Maren (0.45 each) are the two Crystals harvesters and their COMBINED 0.90 stays below every other single affinity rate (food/gold 1.0, wood 1.1, iron 1.15) so crystals remain the slowest faucet (monetization guard, WO-830 Sec.3b). WO-1108 (2026-08-16, D3): repairFractionPerHour moved OUT of code (it was a hidden default of 2.0 in EchoBalanceCatalog.cs, never authored here) and re-tuned to 0.35, because WO-1108 made repair PASSIVE -- EchoBonusCalculator.RepairFractionsPerSecond dropped its lane filter and now sums EVERY OWNED Echo instead of only the ones assigned to a repair task. ARITHMETIC: old felt rate = ONE repair-assigned Lv1 Echo = 2.0 x (1 + baseContributionPerEcho 0.02) = 2.04 structure-fractions/hour. Leaving the knob at 2.0 would give a full 6-Echo roster 6 x 2.04 = 12.24/h, a silent 6x buff. Anchoring the FULL roster at parity gives 2.04 / 6 = 0.34; rounded to 0.35 the 6-Echo aggregate is 6 x 0.35 x 1.02 = 2.14/h (+5% vs the old felt rate). Early game is intentionally slower per-Echo (1 Echo = 0.357/h) because passive repair is now FREE -- it no longer costs the Echo its harvest assignment, so the per-Echo rate had to come down. OWNER: this is the tuning dial -- raise it if mending feels too slow to notice; each +0.1 adds ~0.61/h at a full roster. Repair still SPENDS materials (F8-42 canon), so the knob only sets pace, never cost. Keep EchoBalanceData.RepairFractionPerHour's code default in step with this value. WO-1474 (2026-09-06): harvestRatePerHour was ADDED -- the three workforce rates (common 3600 / gold 900 / crystals 4) were private consts in EchoBonusCalculator.cs and therefore out of reach of the WO-1331 remote seam; they are authored here at the SAME values, so the move alone changes no number. In the same pass perEchoBaseRate finally became LIVE: HarvestTargetWeights now multiplies each Echo's per-hour rate by BaseRateFor(id) -- it resolved the roster entry and then discarded it before today -- so the sentence above about perEchoBaseRate doubling as the DumpSilos split weight is now TRUE rather than aspirational. EFFECT ON THE LIVE SPLIT at an all-matched roster: Wood x1.1 (echo-verdant-stag), Iron x1.15 (echo-stonewarden-bear), Crystals x0.45 (echo-ember-phoenix); Food and both Gold Echoes are authored at 1.0 and do not move. STALE ABOVE: the 'Bran+Maren (0.45 each) are the two Crystals harvesters' sentence does not match the authored rows -- only echo-ember-phoenix is 0.45, and echo-stormcoil-serpent is a GOLD Echo at 1.0."","
6c16cd24e8e1,Assets/Resources/Data/Canonical/gear-recipes.json:2:347,Assets/Resources/Data/Canonical/gear-recipes.json,2,347,UNREVIEWED,,,,,"  ""_note"": ""WO-293 tiered gear + legendary reforge recipes (Forgemasters' Saga). outputGearId references an existing id in weapons.json / armor.json; tier scales its base stat via GearTierTable.StatMultiplier (Common 1.0 / Fine 1.25 / Master 1.6 / Legendary 2.2). cost spends the unified wallet (EconomyService.TrySpend -> GameState for crystals/food). components are inventory-keyed ids consumed on craft (e.g. the four legendary components). requiresQuestId locks a recipe until QuestService.IsCompleted (legendary gates on Act IV: forgemasters_act4). Dual-copied: StreamingAssets source + Resources copy (Resources WINS at load in WebGL via CanonicalJson). Keep both in sync."","
082bfdb01a21,Assets/Resources/Data/Canonical/gear-recipes.json:11:29,Assets/Resources/Data/Canonical/gear-recipes.json,11,29,UNREVIEWED,,,,,"      ""cost"": { ""wood"": 0, ""food"": 0, ""iron"": 25, ""crystals"": 0 },"
74f54dcbffe8,Assets/Resources/Data/Canonical/gear-recipes.json:22:29,Assets/Resources/Data/Canonical/gear-recipes.json,22,29,UNREVIEWED,,,,,"      ""cost"": { ""wood"": 0, ""food"": 0, ""iron"": 40, ""crystals"": 8 },"
5135f3b552c1,Assets/Resources/Data/Canonical/gear-recipes.json:33:30,Assets/Resources/Data/Canonical/gear-recipes.json,33,30,UNREVIEWED,,,,,"      ""cost"": { ""wood"": 30, ""food"": 0, ""iron"": 50, ""crystals"": 8 },"
4d3131304505,Assets/Resources/Data/Canonical/gear-recipes.json:44:29,Assets/Resources/Data/Canonical/gear-recipes.json,44,29,UNREVIEWED,,,,,"      ""cost"": { ""wood"": 0, ""food"": 0, ""iron"": 60, ""crystals"": 40 },"
71629a851fbe,Assets/Resources/Data/Canonical/gear-recipes.json:61:30,Assets/Resources/Data/Canonical/gear-recipes.json,61,30,UNREVIEWED,,,,,"      ""cost"": { ""wood"": 60, ""food"": 0, ""iron"": 20, ""crystals"": 40 },"
8f0cdef8367f,Assets/Resources/Data/Canonical/gear-recipes.json:78:30,Assets/Resources/Data/Canonical/gear-recipes.json,78,30,UNREVIEWED,,,,,"      ""cost"": { ""wood"": 20, ""food"": 0, ""iron"": 20, ""crystals"": 60 },"
bb2d49f36290,Assets/Resources/Data/Canonical/gear-recipes.json:95:30,Assets/Resources/Data/Canonical/gear-recipes.json,95,30,UNREVIEWED,,,,,"      ""cost"": { ""wood"": 20, ""food"": 0, ""iron"": 40, ""crystals"": 50 },"
3b28950a8550,Assets/Resources/Data/Canonical/gear-recipes.json:112:30,Assets/Resources/Data/Canonical/gear-recipes.json,112,30,UNREVIEWED,,,,,"      ""cost"": { ""wood"": 40, ""food"": 0, ""iron"": 80, ""crystals"": 40 },"
d8dd61ef9637,Assets/Resources/Data/Canonical/guide-content.json:95:133,Assets/Resources/Data/Canonical/guide-content.json,95,133,UNREVIEWED,,,,,"        ""Different crafts live in different places: weapon and armor recipes at the smiths, jewelry at the Jeweler, and potions and food via the village's consumable recipes. Some of the best recipes also call for special materials you earn from quests."""
9aadfa25671e,Assets/Resources/Data/Canonical/guide-content.json:110:178,Assets/Resources/Data/Canonical/guide-content.json,110,178,UNREVIEWED,,,,,"        ""Many pieces have a level requirement and a class fit, so a weapon meant for one hero will not slot onto another. Gear is bought with the realm's resources, Wood, Iron, Food, and Crystals, so your economy directly feeds your power."","
7c99c2c74ecb,Assets/Resources/Data/Canonical/guide-content.json:232:128,Assets/Resources/Data/Canonical/guide-content.json,232,128,UNREVIEWED,,,,,"        ""Affinity is a bonus, never a lock. You choose what each Echo gathers from the five chips on their card -- Wood, Iron, Food, Gold or Crystals -- and every chip is always tappable. Assign whatever your village is short of."","
234eec0e3323,Assets/Resources/Data/Canonical/jeweler-recipes.json:11:29,Assets/Resources/Data/Canonical/jeweler-recipes.json,11,29,UNREVIEWED,,,,,"      ""cost"": { ""wood"": 0, ""food"": 0, ""iron"": 150, ""crystals"": 0 },"
ebddc99f7c0e,Assets/Resources/Data/Canonical/jeweler-recipes.json:21:29,Assets/Resources/Data/Canonical/jeweler-recipes.json,21,29,UNREVIEWED,,,,,"      ""cost"": { ""wood"": 0, ""food"": 0, ""iron"": 300, ""crystals"": 50 },"
2242d7dd0fbb,Assets/Resources/Data/Canonical/jeweler-recipes.json:31:29,Assets/Resources/Data/Canonical/jeweler-recipes.json,31,29,UNREVIEWED,,,,,"      ""cost"": { ""wood"": 0, ""food"": 0, ""iron"": 500, ""crystals"": 120 },"
efe70d618b9f,Assets/Resources/Data/Canonical/jeweler-recipes.json:41:29,Assets/Resources/Data/Canonical/jeweler-recipes.json,41,29,UNREVIEWED,,,,,"      ""cost"": { ""wood"": 0, ""food"": 0, ""iron"": 200, ""crystals"": 0 },"
7f0ab6d1ea5b,Assets/Resources/Data/Canonical/jeweler-recipes.json:51:29,Assets/Resources/Data/Canonical/jeweler-recipes.json,51,29,UNREVIEWED,,,,,"      ""cost"": { ""wood"": 0, ""food"": 0, ""iron"": 0, ""crystals"": 100 },"
a0ca7e62db7f,Assets/Resources/Data/Canonical/jeweler-recipes.json:61:29,Assets/Resources/Data/Canonical/jeweler-recipes.json,61,29,UNREVIEWED,,,,,"      ""cost"": { ""wood"": 0, ""food"": 0, ""iron"": 400, ""crystals"": 200 },"
b6ee385068da,Assets/Resources/Data/Canonical/kill-rewards.json:3:2708,Assets/Resources/Data/Canonical/kill-rewards.json,3,2708,UNREVIEWED,,,,,"  ""_authoringNotes"": ""WORK_ORDER_1216 -- EVERY KILL PAYS WOOD / IRON / GOLD / STONE. Owner ruling 2026-08-26: \""wood iron gold stone, balance it so i can afford to repair by grinding some kills\"" and \""lets do around 20 per enemy per kill\"". These are the ONLY numbers that set the material payout; they are DATA so the owner retunes in one edit with NO recompile [WO-1331 CORRECTION, 2026-09-02 -- READ THIS BEFORE TRUSTING THE PHRASE ABOVE: 'no recompile' has NEVER meant 'no rebuild'. Assets/Resources IS COMPILED INTO THE PLAYER and LocalJsonCatalogSource resolves Resources FIRST on every platform, so editing this file still costs a full Unity player build (~10 min APK / ~30 min WebGL) before it reaches a device -- and editing the StreamingAssets twin alone changes nothing at all. That is the axis the owner actually cares about, and it is why every past 'move the numbers into JSON' fix did not solve what she was asking for. WO-1331 landed the remote catalog seam (CanonicalJson.Source / RemoteCatalogOverrides) that finally makes a rebuild-free retune possible; it ships FLAG-GATED AND OFF (ff.catalogremote). THIS FILE IS ON THE WO-1331 REMOTE ALLOWLIST, so once the seam is armed and a row exists it can be retuned without any build. See docs/reference/TUNABLE_LEVER_INVENTORY.md section 2.] (loaded by KillRewardBalanceCatalog in Enemy.cs via CanonicalJson -- the Resources/Data/Canonical copy WINS at runtime, StreamingAssets is the desktop/editor source; KEEP THE TWO BYTE-IDENTICAL). FORMULA: materialBase = clamp(round(goldBase * goldToMaterialMultiplier * perMaterialMultiplier[m]), materialFloorPerKill, materialCapPerKill), then variance-rolled through the ONE authority EnemyDef.RollReward with the enemy's own rewardVariance so all four materials feel like one drop. goldBase is the SAME resolved base the WO-432/433 gold grant uses (EnemyDef.CoinReward, else max(4, xpReward*0.4)) so every enemy pays and the payout scales with difficulty. WHY 1.1: measured from enemies.json (19 rows, 2026-08-26) gold base is min 3 / median 18 / mean 31.1 / max 120; 1.1 puts the MEDIAN enemy (troll-mage, gold 18) at 20 -- the ruled number -- while preserving scale-with-difficulty. A FLAT 20 was considered and REJECTED: it makes farming the weakest enemy optimal. A 0.25 constant was discussed earlier and is SUPERSEDED (it was agreed on a misread of per-WAVE vs per-KILL and pays ~10x under intent). WHY FLOOR 6: cellar-hollow (gold 3) would otherwise pay 3 and a kill that pays almost nothing reads as broken. WHY CAP 40: uncapped, a necromancer (gold 120) pays 132 of EVERY material, so one boss out-earns a whole wave and the felt curve inverts. STONE: the Stone the HUD shows is Resources.Food / EconomyService.Food (DEF-121 repurposed the retired Stone axis). The grant goes through EconomyService like wood and iron. GameState.Stone is a second, phantom balance shown nowhere and spent by nothing -- NEVER route a reward there (WO-1212). GOLD is NOT listed here: it keeps its existing WO-432/433 grant unchanged and is the reference the other three derive from -- do not add a gold multiplier or it double-pays. perMaterialMultiplier is the per-resource override seam: 1.0 = the shared constant. Raise wood or iron here if repair still feels out of reach after a felt-test (reference: Repair All = 155 Wood / 78 Iron, ~8 kills at the shipped constant)."","
305411ef6473,Assets/Resources/Data/Canonical/kill-rewards.json:3:2730,Assets/Resources/Data/Canonical/kill-rewards.json,3,2730,UNREVIEWED,,,,,"  ""_authoringNotes"": ""WORK_ORDER_1216 -- EVERY KILL PAYS WOOD / IRON / GOLD / STONE. Owner ruling 2026-08-26: \""wood iron gold stone, balance it so i can afford to repair by grinding some kills\"" and \""lets do around 20 per enemy per kill\"". These are the ONLY numbers that set the material payout; they are DATA so the owner retunes in one edit with NO recompile [WO-1331 CORRECTION, 2026-09-02 -- READ THIS BEFORE TRUSTING THE PHRASE ABOVE: 'no recompile' has NEVER meant 'no rebuild'. Assets/Resources IS COMPILED INTO THE PLAYER and LocalJsonCatalogSource resolves Resources FIRST on every platform, so editing this file still costs a full Unity player build (~10 min APK / ~30 min WebGL) before it reaches a device -- and editing the StreamingAssets twin alone changes nothing at all. That is the axis the owner actually cares about, and it is why every past 'move the numbers into JSON' fix did not solve what she was asking for. WO-1331 landed the remote catalog seam (CanonicalJson.Source / RemoteCatalogOverrides) that finally makes a rebuild-free retune possible; it ships FLAG-GATED AND OFF (ff.catalogremote). THIS FILE IS ON THE WO-1331 REMOTE ALLOWLIST, so once the seam is armed and a row exists it can be retuned without any build. See docs/reference/TUNABLE_LEVER_INVENTORY.md section 2.] (loaded by KillRewardBalanceCatalog in Enemy.cs via CanonicalJson -- the Resources/Data/Canonical copy WINS at runtime, StreamingAssets is the desktop/editor source; KEEP THE TWO BYTE-IDENTICAL). FORMULA: materialBase = clamp(round(goldBase * goldToMaterialMultiplier * perMaterialMultiplier[m]), materialFloorPerKill, materialCapPerKill), then variance-rolled through the ONE authority EnemyDef.RollReward with the enemy's own rewardVariance so all four materials feel like one drop. goldBase is the SAME resolved base the WO-432/433 gold grant uses (EnemyDef.CoinReward, else max(4, xpReward*0.4)) so every enemy pays and the payout scales with difficulty. WHY 1.1: measured from enemies.json (19 rows, 2026-08-26) gold base is min 3 / median 18 / mean 31.1 / max 120; 1.1 puts the MEDIAN enemy (troll-mage, gold 18) at 20 -- the ruled number -- while preserving scale-with-difficulty. A FLAT 20 was considered and REJECTED: it makes farming the weakest enemy optimal. A 0.25 constant was discussed earlier and is SUPERSEDED (it was agreed on a misread of per-WAVE vs per-KILL and pays ~10x under intent). WHY FLOOR 6: cellar-hollow (gold 3) would otherwise pay 3 and a kill that pays almost nothing reads as broken. WHY CAP 40: uncapped, a necromancer (gold 120) pays 132 of EVERY material, so one boss out-earns a whole wave and the felt curve inverts. STONE: the Stone the HUD shows is Resources.Food / EconomyService.Food (DEF-121 repurposed the retired Stone axis). The grant goes through EconomyService like wood and iron. GameState.Stone is a second, phantom balance shown nowhere and spent by nothing -- NEVER route a reward there (WO-1212). GOLD is NOT listed here: it keeps its existing WO-432/433 grant unchanged and is the reference the other three derive from -- do not add a gold multiplier or it double-pays. perMaterialMultiplier is the per-resource override seam: 1.0 = the shared constant. Raise wood or iron here if repair still feels out of reach after a felt-test (reference: Repair All = 155 Wood / 78 Iron, ~8 kills at the shipped constant)."","
935abf388282,Assets/Resources/Data/Canonical/packs.json:15:1074,Assets/Resources/Data/Canonical/packs.json,15,1074,UNREVIEWED,,,,,"    ""impulsePacks"": ""Packs 14-25 (tiers 14-25) are the WO-1037 SINGLE-RESOURCE IMPULSE PACKS, authored 2026-08-17 under the owner ruling of 2026-08-16 (option (b), verbatim: \""we should have small instant packs\"" / \""small wood only\"") and legalised by the WO-947 s12 amendment (the PURCHASE boundary is not the COST boundary). ONE family per harvestable resource (wood, iron, stone, crystals) x small/medium/large. THE LOAD-BEARING RULE: each of these SKUs carries EXACTLY ONE economy key and an EMPTY cosmetics + convenience list. A multi-resource impulse bundle would re-mix the WO-947 cost baskets through the back door and is FORBIDDEN (WO-947 s12c guardrail 1) - asserted headlessly by DeNelle.Editor.Regression.ImpulsePackRegression [impulse-pack], which also pins the $5 PRICE CEILING (owner standing ruling, memory solana-store-early-access-pack-pricing) and the no-structures/no-levels/no-queue-completions rule. AMOUNTS ARE PENDING OWNER RATIFICATION - they were sized against the REAL demand curve read out of building-tiers.json (tier costWood 500..16000, costFood 300..13000, costCrystal 100..4800) and structures-catalog.json (repo.upgradeCost iron 20..1440): small closes the cheapest tier upgrade (the Lumber Mill T1 900-wood shortfall in the screenshot that prompted this WO), medium closes a mid-ladder step, large closes a late step but deliberately NOT the Barracks T6 16000-wood ceiling, so the top pack does not trivialise the game. The optional impulse/impulseResource/impulseSize fields are the machine-readable family tag ShortfallPackOffer resolves on; older packs omit them (absent = false/null, no migration break)."","
e1a1f0f4bab6,Assets/Resources/Data/Canonical/packs.json:704:31,Assets/Resources/Data/Canonical/packs.json,704,31,UNREVIEWED,,,,,"      ""legacySkus"": [""impulse-food-small""],"
07eb69c66ccf,Assets/Resources/Data/Canonical/packs.json:729:31,Assets/Resources/Data/Canonical/packs.json,729,31,UNREVIEWED,,,,,"      ""legacySkus"": [""impulse-food-medium""],"
885847851c46,Assets/Resources/Data/Canonical/packs.json:761:31,Assets/Resources/Data/Canonical/packs.json,761,31,UNREVIEWED,,,,,"      ""legacySkus"": [""impulse-food-large""],"
a78c9d4066ed,Assets/Resources/Data/Canonical/quests.json:44:24,Assets/Resources/Data/Canonical/quests.json,44,24,UNREVIEWED,,,,,"              ""kind"": ""food"","
b2fde35c4ba4,Assets/Resources/Data/Canonical/quests.json:141:24,Assets/Resources/Data/Canonical/quests.json,141,24,UNREVIEWED,,,,,"              ""kind"": ""food"","
0c7e0fe5adc9,Assets/Resources/Data/Canonical/quests.json:341:24,Assets/Resources/Data/Canonical/quests.json,341,24,UNREVIEWED,,,,,"              ""kind"": ""food"","
35625252ee12,Assets/Resources/Data/Canonical/quests.json:366:24,Assets/Resources/Data/Canonical/quests.json,366,24,UNREVIEWED,,,,,"              ""kind"": ""food"","
9da28da36f80,Assets/Resources/Data/Canonical/quests.json:395:24,Assets/Resources/Data/Canonical/quests.json,395,24,UNREVIEWED,,,,,"              ""kind"": ""food"","
683c31aac9a1,Assets/Resources/Data/Canonical/quests.json:423:24,Assets/Resources/Data/Canonical/quests.json,423,24,UNREVIEWED,,,,,"              ""kind"": ""food"","
1732ce06cbd2,Assets/Resources/Data/Canonical/quests.json:444:24,Assets/Resources/Data/Canonical/quests.json,444,24,UNREVIEWED,,,,,"              ""kind"": ""food"","
47165f34c0e7,Assets/Resources/Data/Canonical/quests.json:469:24,Assets/Resources/Data/Canonical/quests.json,469,24,UNREVIEWED,,,,,"              ""kind"": ""food"","
